term_id	annotation_genes	my_method	dhac
112601	['837265', '838151', '841447', '816936', '818899', '818903', '822055', '826914', '831528', '832247', '835375']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
78606	['837265', '838151', '841447', '816768', '818822', '818899', '818903', '822055', '826914', '831122', '831528', '832247']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[34]
112170	['837265', '841447', '818822', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
112178	['841447', '818822', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
112182	['841447', '818822', '818899', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
118261	['841447', '818899', '818903', '822055', '824970', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29]
62089	['818822', '818899', '818903', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
74162	['837265', '838151', '841447', '816936', '818903', '822055', '824937', '827001', '831122', '835375']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[33]
73400	['837265', '838151', '841447', '816768', '816936', '818899', '818903', '822055', '826914', '831122', '831528', '832247']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[34]
78766	['841447', '818822', '818899', '818903', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
18908	['837265', '838151', '841447', '818899', '822055', '826914', '831122', '831528']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
18910	['837265', '838151', '841447', '818899', '822055', '826914', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
128611	['837555', '838364', '843048', '820176', '828213', '828577', '829730']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[42]
55906	['818822', '818899', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
8519	['837265', '838151', '822055', '824937', '827001', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[33]
74205	['837265', '838151', '841447', '816936', '818899', '818903', '822055', '826914', '831528', '832247']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
79149	['837265', '838151', '841447', '818822', '818899', '818903', '822055', '826914', '831122', '831528', '832247']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[34]
79183	['841447', '818822', '818899', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
79548	['841447', '818899', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
33029	['837265', '838151', '816936', '822055', '824937', '827001', '831122', '832247', '835375']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[33]
50134	['818899', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
118116	['841447', '818822', '818899', '818903', '822055', '824970', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
118505	['837265', '838151', '841447', '816936', '818899', '818903', '822055', '826914', '831528', '832247', '832454', '835375']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
7137	['843596', '817646', '825714', '830157', '831151', '831377', '832057', '833979']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[5]
33157	['837265', '838151', '841447', '816936', '818899', '822055', '826914', '831122', '831528']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
33158	['837265', '838151', '841447', '816936', '818899', '822055', '826914', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
1750	['837265', '838151', '821840', '824699', '824937', '827001', '831122', '832247', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[3, 4]
168043	['838021', '817646', '820211', '823859', '829283', '831832', '831377', '832136', '833979', '835355']	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[43]
18467	['837265', '838151', '841447', '816768', '818899', '822055', '826914', '831122', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[34]
62699	['837265', '838151', '841447', '816936', '818899', '818903', '822055', '826914', '831122', '831528']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
74047	['837265', '838151', '841447', '816936', '818899', '818903', '822055', '826914', '831122', '831528', '832247']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[34]
74051	['837265', '838151', '841447', '816936', '818903', '822055', '824937', '827001', '831122', '832247', '835375']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[33]
965	['838364', '841652', '818672', '821840', '824937', '825208', '827001', '829730', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 1, 3, 4]
18814	['837265', '838151', '841447', '818899', '822055', '826914', '831122', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[34]
124020	['837265', '838151', '841447', '816936', '818899', '818903', '822055', '825208', '826914', '831528', '832247', '832454', '835375']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
32483	['837265', '838151', '841447', '816768', '816936', '818899', '822055', '826914', '831122', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[34]
164683	['838021', '838455', '841843', '841900', '842985', '820211', '829283', '831832', '831377', '833979']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
164728	['838021', '838455', '842985', '820211', '829283', '831832', '831377', '832136', '833979', '835355']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
164736	['838021', '838455', '841843', '842985', '820211', '829283', '831832', '831377', '833979', '835355']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
164758	['838021', '842985', '817646', '820211', '829283', '831832', '831377', '832136', '833979', '835355']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
38459	['818822', '824970', '829995', '831472', '832070']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[16, 21, 29, 35, 38, 39]
1613	['837265', '838151', '818672', '821840', '824699', '824937', '827001', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[3, 4]
33025	['837265', '838151', '841447', '816936', '818899', '822055', '826914', '831122', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[34]
868	['838364', '841652', '818672', '821840', '824937', '825208', '827001', '827830', '829730', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	[0, 1, 3, 4]
7144	['844010', '817646', '818633', '825714', '830157', '831151', '831377', '832057', '833979']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[5]
168019	['838021', '838455', '842985', '817646', '820211', '829283', '831832', '831377', '832136', '833979', '835355']	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
1751	['837265', '838151', '818672', '821840', '824699', '824937', '827001', '829730', '832247', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[3, 4]
164697	['838021', '838455', '841843', '841900', '842985', '843596', '820211', '822266', '829283', '831832', '833979']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
167983	['838021', '838455', '841843', '841900', '842985', '843596', '820211', '822266', '829283', '831832', '831377', '833979']	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
331	['837265', '838151', '838364', '839869', '841534', '841558', '843903', '844264', '816546', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
6983	['837265', '838151', '841447', '816768', '818899', '820775', '822055', '824699', '825208', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[6]
1048	['837265', '838151', '821840', '824699', '824937', '825208', '827001', '827830', '831122', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[0, 1, 2, 3, 4]
1051	['837265', '838151', '839869', '821840', '824699', '825208', '827001', '827830', '831122', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[0, 1, 2, 3, 4]
1059	['837265', '838151', '839869', '821840', '824699', '825208', '827001', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[3, 4]
6888	['837265', '838151', '841447', '816768', '818899', '820775', '822055', '824699', '825208', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[6]
401	['837265', '838151', '838364', '838807', '839869', '841534', '841558', '842103', '843903', '816546', '818672', '820211', '821840', '822517', '824699', '824937', '824970', '825208', '826914', '827307', '827830', '829730', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '832247', '834212', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
409	['837265', '838151', '838364', '838807', '839869', '841558', '842103', '843903', '816546', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827307', '827830', '829730', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '832247', '834212', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
1958	['843048', '818672', '821840', '824937', '829730']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[0, 1, 3, 4]
996	['837265', '838151', '839869', '821840', '824699', '825208', '827001', '827830', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[3, 4]
1064	['837265', '838151', '818672', '821840', '824699', '824937', '825208', '827001', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[3, 4]
997	['837265', '838151', '818672', '821840', '824699', '824937', '825208', '827001', '827830', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[3, 4]
952	['837265', '838151', '841652', '818672', '821840', '824699', '824937', '825208', '827001', '827830', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[3, 4]
112600	['837265', '838151', '841447', '816936', '818822', '818899', '822055', '832247', '832454', '835375']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[33, 34]
8645	['837265', '838151', '839869', '841447', '827830', '831122', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[3, 4, 6, 26, 27]
1956	['837265', '838151', '839869', '821840', '824699', '827830', '831122', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[0, 1, 2, 3, 4, 6]
1961	['837265', '838151', '821840', '824699', '824937', '827830', '831122', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[0, 1, 2, 3, 4, 6]
322	['837265', '838151', '838364', '838807', '839869', '841534', '841558', '842103', '843903', '816546', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827307', '827830', '829730', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '832247', '834212', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
